Kategori1;Kategori2;Kategori3;Harga;HargaAtas; OmsetMinimum;JumlahTerjual;JumlahReview;JumlahRating;ValidOrder;KotaPengiriman;PenjualanSebelumnya;KenaikanPenjualan;PersentaseKenaikanPenjualan;ReviewSebelumnya;KenaikanReviewPenjualan;PersentaseKenaikanReview;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 998;Rp. 998; Rp84.972.714,00 ;85.143;3.474;4,86;4,08%;KOTA BANDUNG;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 3225;Rp. 3225; Rp492.925.125,00 ;152.845;5.497;4,93;3,60%;KOTA JAKARTA BARAT;146.287;6.558;4,48;5.242;255;4,86;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 999;Rp. 999; Rp236.952.810,00 ;237.190;21.654;4,84;9,13%;KOTA BANDUNG;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Telur;Rp. 2700;Rp. 2700; Rp200.199.600,00 ;74.148;915;4,93;1,23%;KOTA JAKARTA BARAT;6.743;6.745;1,70;843;72;8,54;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 21999;Rp. 32999; Rp465.476.841,00 ;21.159;6.492;4,81;30,68%;KOTA SURAKARTA (SOLO);14.693;6.466;44,74;4.632;186;40,16;;
Makanan & Minuman;Susu & Olahan;Telur;Rp. 2949;Rp. 2949; Rp48.039.210,00 ;16.290;115;4,97;0,71%;KOTA JAKARTA BARAT;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Telur;Rp. 2600;Rp. 2700; Rp368.914.000,00 ;141.890;1.801;4,96;1,27%;KOTA JAKARTA BARAT;136.135;5.755;4,23;1.735;66;3,80;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 75000;Rp. 75000; Rp4.895.250.000,00 ;65.270;14.882;4,86;22,80%;KOTA JAKARTA TIMUR;59.983;5.287;8,81;13.389;1.493;11,15;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 999;Rp. 999; Rp39.367.593,00 ;39.407;1.162;4,79;2,95%;KOTA JAKARTA TIMUR;34.115;5.292;15,51;128;134;13,04;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 50000;Rp. 125000; Rp532.250.000,00 ;10.645;45;4,98;0,42%;KOTA JAKARTA SELATAN;9.792;853;8,71;26;19;73,08;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 75000;Rp. 75000; Rp433.650.000,00 ;5.782;1.483;4,83;25,65%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 1320;Rp. 1320; Rp15.818.880,00 ;11.984;338;4,84;2,82%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 33900;Rp. 33900; Rp981.845.700,00 ;28.963;8.261;4,84;28,52%;KOTA CIMAHI;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 9500;Rp. 9500; Rp1.447.182.500,00 ;152.335;24.213;4,89;15,89%;KOTA BEKASI;147.579;4.756;3,22;23.471;742;3,16;;
Makanan & Minuman;Susu & Olahan;Telur;Rp. 2400;Rp. 2400; Rp51.367.200,00 ;21.403;239;4,85;1,12%;KOTA JAKARTA BARAT;1.686;4.543;26,95;21;38;18,91;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 130000;Rp. 130000; Rp2.861.430.000,00 ;22.011;8.768;4,72;39,83%;KOTA JAKARTA TIMUR;17.573;4.438;25,25;6.936;1.832;26,41;;
Makanan & Minuman;Susu & Olahan;Telur;Rp. 2250;Rp. 2250; Rp79.598.250,00 ;35.377;428;4,88;1,21%;KOTA JAKARTA BARAT;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Telur;Rp. 2950;Rp. 2950; Rp97.827.900,00 ;33.162;216;4,96;0,65%;KOTA TANGERANG SELATAN;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 7799;Rp. 7799; Rp294.115.888,00 ;37.712;8.078;4,93;21,42%;KOTA JAKARTA UTARA;33.713;3.999;11,86;7.375;73;9,53;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 5490;Rp. 5490; Rp114.461.010,00 ;20.849;1.128;4,93;5,41%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Keju;Rp. 7000;Rp. 7000; Rp576.303.000,00 ;82.329;29.488;4,83;35,82%;KAB. BANDUNG BARAT;78.849;348;4,41;28.148;134;4,76;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 149000;Rp. 959000; Rp466.519.000,00 ;3.131;38;5,00;1,21%;KOTA BANDAR LAMPUNG;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 28000;Rp. 28000; Rp448.056.000,00 ;16.002;2.724;4,92;17,02%;KOTA DEPOK;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Yoghurt;Rp. 5900;Rp. 5900; Rp82.187.000,00 ;13.930;1.208;4,91;8,67%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 4920;Rp. 4920; Rp212.976.960,00 ;43.288;1.810;4,90;4,18%;KOTA CIMAHI;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Yoghurt;Rp. 7750;Rp. 7995; Rp605.445.500,00 ;78.122;6.217;4,92;7,96%;KOTA TANGERANG;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 998;Rp. 998; Rp36.576.700,00 ;36.650;1.329;4,87;3,63%;KOTA DEPOK;32.817;3.833;11,68;1.235;94;7,61;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 22000;Rp. 31900; Rp329.692.000,00 ;14.986;4.545;4,87;30,33%;KAB. BOYOLALI;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 2600;Rp. 2600; Rp98.256.600,00 ;37.791;627;4,93;1,66%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 75000;Rp. 75000; Rp840.075.000,00 ;11.201;2.844;4,82;25,39%;KOTA MEDAN;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Telur;Rp. 2600;Rp. 2600; Rp79.908.400,00 ;30.734;374;4,95;1,22%;KOTA JAKARTA BARAT;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Mentega & Margarin;Rp. 4989;Rp. 4989; Rp70.205.208,00 ;14.072;1.145;4,95;8,14%;KAB. TANGERANG;9.575;4.497;46,97;794;351;44,21;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 2175;Rp. 2175; Rp50.892.825,00 ;23.399;1.181;4,94;5,05%;KAB. SIDOARJO;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Telur;Rp. 800;Rp. 800; Rp45.504.800,00 ;56.881;394;4,76;0,69%;KAB. BEKASI;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 999;Rp. 999; Rp18.454.527,00 ;18.473;685;4,90;3,71%;KOTA TANGERANG;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Keju;Rp. 1650;Rp. 8000; Rp16.943.850,00 ;10.269;1.273;4,79;12,40%;KAB. TANGERANG;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 1850;Rp. 1850; Rp69.965.150,00 ;37.819;546;4,97;1,44%;KAB. BEKASI;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Telur;Rp. 2200;Rp. 2200; Rp7.559.200,00 ;3.436;4;5,00;0,12%;KAB. TANGERANG;;;;;;0,00;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Bubur & Sereal Bayi;Rp. 1795;Rp. 1830; Rp197.103.565,00 ;109.807;5.692;4,94;5,18%;KOTA JAKARTA UTARA;13.163;6.644;6,44;5.449;243;4,46;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Camilan Bayi;Rp. 13200;Rp. 13500; Rp1.147.555.200,00 ;86.936;21.760;4,88;25,03%;KAB. TANGERANG;79.227;779;9,73;241;1.359;6,66;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Susu Formula;Rp. 164000;Rp. 164000; Rp3.239.656.000,00 ;19.754;5.651;4,92;28,61%;KOTA JAKARTA UTARA;12.981;6.773;52,18;4.257;1.394;32,75;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Susu Formula & Makanan Bayi Lainnya;Rp. 3299;Rp. 6500; Rp141.586.482,00 ;42.918;2.070;4,90;4,82%;KOTA CILEGON;3.753;5.415;14,44;1.845;225;12,20;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Bubur & Sereal Bayi;Rp. 33900;Rp. 39999; Rp3.190.668.000,00 ;94.120;29.225;4,89;31,05%;KAB. TANGERANG;87.984;6.136;6,97;2.763;1.622;5,88;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Susu Formula & Makanan Bayi Lainnya;Rp. 29999;Rp. 29999; Rp271.370.954,00 ;9.046;2.647;4,89;29,26%;KAB. BEKASI;375;5.341;144,16;132;1.615;156,49;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Bubur & Sereal Bayi;Rp. 1770;Rp. 2850; Rp57.144.450,00 ;32.285;1.795;4,95;5,56%;KOTA BEKASI;26.461;5.824;22,98;1.482;313;21,12;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Camilan Bayi;Rp. 8899;Rp. 8899; Rp1.504.892.092,00 ;169.108;35.221;4,93;20,83%;KAB. TANGERANG;162.436;6.672;4,17;34.134;187;3,18;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Bubur & Sereal Bayi;Rp. 6000;Rp. 35000; Rp453.072.000,00 ;75.512;20.890;4,86;27,66%;KAB. TANGERANG;747;5.465;7,82;19.611;1.279;6,52;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Camilan Bayi;Rp. 4500;Rp. 4500; Rp14.625.000,00 ;3.250;225;4,92;6,92%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Camilan Bayi;Rp. 4900;Rp. 5176; Rp337.467.900,00 ;68.871;10.924;4,93;15,86%;KOTA JAKARTA UTARA;6.481;47;6,29;142;54;4,84;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Camilan Bayi;Rp. 5600;Rp. 5600; Rp1.030.556.800,00 ;184.028;30.356;4,91;16,50%;KAB. TANGERANG;179.199;4.829;2,69;29.758;598;2,01;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Bubur & Sereal Bayi;Rp. 1750;Rp. 3150; Rp52.055.500,00 ;29.746;2.420;4,80;8,14%;KAB. TANGERANG;2.492;4.826;19,37;216;314;14,91;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Susu Formula;Rp. 59500;Rp. 59500; Rp2.310.861.000,00 ;38.838;18.369;4,93;47,30%;KOTA MALANG;34.995;3.843;1,98;16.958;1.411;8,32;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Camilan Bayi;Rp. 8499;Rp. 8499; Rp1.266.818.445,00 ;149.055;18.484;4,94;12,40%;KOTA BEKASI;;;;;;0,00;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Camilan Bayi;Rp. 5400;Rp. 7600; Rp375.219.000,00 ;69.485;13.004;4,92;18,71%;KAB. TANGERANG;64.892;4.593;7,78;1.233;71;5,70;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Susu Formula;Rp. 29100;Rp. 29100; Rp645.699.900,00 ;22.189;839;4,96;3,78%;KOTA BEKASI;16.944;5.245;3,95;647;192;29,68;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Camilan Bayi;Rp. 8800;Rp. 8800; Rp256.951.200,00 ;29.199;4.441;4,93;15,21%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Bubur & Sereal Bayi;Rp. 1750;Rp. 2999; Rp58.500.750,00 ;33.429;1.478;4,94;4,42%;KOTA JAKARTA TIMUR;351;2.928;9,60;1.397;81;5,80;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Camilan Bayi;Rp. 5900;Rp. 8900; Rp93.650.700,00 ;15.873;2.168;4,90;13,66%;KOTA DEPOK;;;;;;0,00;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Bubur & Sereal Bayi;Rp. 29249;Rp. 29249; Rp2.756.952.242,00 ;94.258;29.854;4,88;31,67%;KOTA JAKARTA TIMUR;91.591;2.667;2,91;2.919;745;2,56;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Susu Formula;Rp. 150500;Rp. 150500; Rp6.073.728.500,00 ;40.357;12.626;4,92;31,29%;KOTA JAKARTA UTARA;36.348;49;11,29;11.651;975;8,37;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Susu Formula;Rp. 164000;Rp. 164000; Rp1.839.916.000,00 ;11.219;3.424;4,92;30,52%;KOTA JAKARTA UTARA;7.844;3.375;43,27;2.684;74;27,57;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Camilan Bayi;Rp. 13500;Rp. 13900; Rp808.029.000,00 ;59.854;14.618;4,93;24,42%;KOTA DEPOK;5.624;383;6,84;13.834;784;5,67;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Bubur & Sereal Bayi;Rp. 1550;Rp. 1550; Rp70.218.100,00 ;45.302;2.991;4,94;6,60%;KOTA JAKARTA UTARA;;;;;;0,00;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Susu Formula & Makanan Bayi Lainnya;Rp. 41999;Rp. 41999; Rp535.277.255,00 ;12.745;4.269;4,93;33,50%;KAB. BEKASI;9.155;359;39,21;3.118;1.151;36,91;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Susu Formula & Makanan Bayi Lainnya;Rp. 5250;Rp. 36399; Rp543.595.500,00 ;103.542;22.322;4,94;21,56%;KOTA CILEGON;1.325;3.217;3,27;21.726;596;2,74;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Susu Formula & Makanan Bayi Lainnya;Rp. 46999;Rp. 48999; Rp814.539.669,00 ;17.331;4.146;4,92;23,92%;KAB. BEKASI;1.354;3.827;28,34;326;886;27,18;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Bubur & Sereal Bayi;Rp. 5799;Rp. 5799; Rp182.430.741,00 ;31.459;4.619;4,95;14,68%;KOTA BEKASI;;;;;;0,00;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Bubur & Sereal Bayi;Rp. 965;Rp. 1492; Rp14.469.210,00 ;14.994;975;4,89;6,50%;KAB. SIDOARJO;;;;;;0,00;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Camilan Bayi;Rp. 13100;Rp. 13600; Rp431.134.100,00 ;32.911;8.027;4,93;24,39%;KOTA JAKARTA UTARA;;;;;;0,00;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Bubur & Sereal Bayi;Rp. 1669;Rp. 2730; Rp19.303.654,00 ;11.566;933;4,91;8,07%;KOTA SURABAYA;;;;;;0,00;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Susu Formula & Makanan Bayi Lainnya;Rp. 6975;Rp. 10725; Rp98.549.775,00 ;14.129;3.825;4,86;27,07%;KAB. SLEMAN;;;;;;0,00;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Bubur & Sereal Bayi;Rp. 9000;Rp. 9000; Rp404.415.000,00 ;44.935;12.059;4,93;26,84%;KOTA JAKARTA UTARA;;;;;;0,00;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Bubur & Sereal Bayi;Rp. 13500;Rp. 17700; Rp595.174.500,00 ;44.087;8.921;4,89;20,23%;KAB. TANGERANG;4.758;3.329;8,17;8.419;52;5,96;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Camilan Bayi;Rp. 33999;Rp. 39999; Rp6.722.010.288,00 ;197.712;73.239;4,92;37,04%;KOTA DEPOK;19.479;3.633;1,87;7.239;12;1,67;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Bubur & Sereal Bayi;Rp. 28500;Rp. 75000; Rp635.436.000,00 ;22.296;7.861;4,91;35,26%;KOTA JAKARTA UTARA;;;;;;0,00;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Susu Formula & Makanan Bayi Lainnya;Rp. 3299;Rp. 3299; Rp270.250.781,00 ;81.919;5.727;4,95;6,99%;KAB. SLEMAN;7.983;289;2,62;5.621;16;1,89;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Susu Formula & Makanan Bayi Lainnya;Rp. 9999;Rp. 11999; Rp768.363.156,00 ;76.844;13.233;4,91;17,22%;KAB. BEKASI;74.369;2.475;3,33;12.817;416;3,25;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Camilan Bayi;Rp. 6800;Rp. 17000; Rp135.258.800,00 ;19.891;4.065;4,87;20,44%;KAB. TANGERANG;16.846;345;18,76;3.657;48;11,16;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Susu Formula & Makanan Bayi Lainnya;Rp. 6950;Rp. 10750; Rp106.543.500,00 ;15.330;4.429;4,86;28,89%;KOTA SURAKARTA (SOLO);1.319;2.311;17,76;3.814;615;16,12;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Susu Formula;Rp. 150500;Rp. 150500; Rp5.157.334.000,00 ;34.268;13.267;4,91;38,72%;KOTA JAKARTA UTARA;31.392;2.876;9,16;12.373;894;7,23;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Camilan Bayi;Rp. 16700;Rp. 34000; Rp806.125.700,00 ;48.271;10.832;4,90;22,44%;KAB. TANGERANG;;;;;;0,00;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Bubur & Sereal Bayi;Rp. 1628;Rp. 1628; Rp33.336.556,00 ;20.477;503;4,93;2,46%;KAB. CIANJUR;;;;;;0,00;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Camilan Bayi;Rp. 8800;Rp. 8800; Rp412.007.200,00 ;46.819;9.000;4,95;19,22%;KOTA JAKARTA UTARA;;;;;;0,00;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Susu Formula & Makanan Bayi Lainnya;Rp. 51999;Rp. 51999; Rp1.676.291.763,00 ;32.237;13.176;4,93;40,87%;KAB. BEKASI;29.879;2.358;7,89;1.238;868;7,05;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Bubur & Sereal Bayi;Rp. 8499;Rp. 8499; Rp218.772.759,00 ;25.741;5.288;4,95;20,54%;KOTA BEKASI;;;;;;0,00;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Susu Formula;Rp. 24499;Rp. 24499; Rp472.977.694,00 ;19.306;4.079;4,94;21,13%;KAB. SLEMAN;1.655;281;16,98;3.548;531;14,97;;
Ibu & Bayi;Susu Formula & Makanan Bayi;Susu Formula & Makanan Bayi Lainnya;Rp. 24999;Rp. 24999; Rp528.603.855,00 ;21.145;7.410;4,93;35,04%;KAB. BEKASI;;;;;;0,00;;
Pakaian Wanita;Sweater & Cardigan;;Rp. 31500;Rp. 31500; Rp527.814.000,00 ;16.756;3.970;4,73;23,69%;KOTA JAKARTA PUSAT;843;8.713;18,33;1.854;2.116;114,13;;
Pakaian Wanita;Sweater & Cardigan;;Rp. 18000;Rp. 120000; Rp2.850.786.000,00 ;158.377;95.636;4,91;60,39%;KOTA SEMARANG;146.413;11.964;8,17;88.915;6.721;7,56;;
Pakaian Wanita;Sweater & Cardigan;;Rp. 38500;Rp. 38500; Rp419.072.500,00 ;10.885;3.818;4,79;35,08%;KAB. BANDUNG;;;;;;0,00;;
Pakaian Wanita;Sweater & Cardigan;;Rp. 24999;Rp. 24999; Rp1.319.447.220,00 ;52.780;14.364;4,67;27,21%;KAB. JEPARA;44.854;7.926;17,68;12.476;1.888;15,13;;
Pakaian Wanita;Sweater & Cardigan;;Rp. 35000;Rp. 35000; Rp145.880.000,00 ;4.168;13;5,00;0,31%;KAB. BEKASI;;;;;;0,00;;
Pakaian Wanita;Sweater & Cardigan;;Rp. 45000;Rp. 45500; Rp394.560.000,00 ;8.768;4.063;4,76;46,34%;KOTA CIMAHI;;;;;;0,00;;
Pakaian Wanita;Sweater & Cardigan;;Rp. 36999;Rp. 36999; Rp565.640.712,00 ;15.288;6.177;4,77;40,40%;KAB. BANDUNG;1.471;4.817;46,32;4.221;1.956;46,34;;
Pakaian Wanita;Sweater & Cardigan;;Rp. 34900;Rp. 34900; Rp804.898.700,00 ;23.063;7.584;4,69;32,88%;KOTA JAKARTA BARAT;18.652;4.411;23,65;689;1.495;24,55;;
Pakaian Wanita;Sweater & Cardigan;;Rp. 33500;Rp. 33500; Rp458.648.500,00 ;13.691;4.362;4,64;31,86%;KOTA BANDUNG;;;;;;0,00;;
Pakaian Wanita;Sweater & Cardigan;;Rp. 39000;Rp. 39000; Rp4.799.613.000,00 ;123.067;33.887;4,66;27,54%;KOTA BANDUNG;11.663;6.437;5,52;32.375;1.512;4,67;;
Pakaian Wanita;Sweater & Cardigan;;Rp. 46800;Rp. 46800; Rp343.746.000,00 ;7.345;2.923;4,69;39,80%;KOTA CIMAHI;;;;;;0,00;;
Pakaian Wanita;Sweater & Cardigan;;Rp. 35999;Rp. 35999; Rp684.052.998,00 ;19.002;3.418;4,66;17,99%;KAB. BANDUNG;14.267;4.735;33,19;2.624;794;30,26;;
Pakaian Wanita;Sweater & Cardigan;;Rp. 29000;Rp. 34000; Rp417.774.000,00 ;14.406;5.090;4,74;35,33%;KOTA CIMAHI;;;;;;0,00;;
Pakaian Wanita;Sweater & Cardigan;;Rp. 38500;Rp. 38500; Rp379.302.000,00 ;9.852;3.687;4,66;37,42%;KAB. BANDUNG;;;;;;0,00;;
Pakaian Wanita;Sweater & Cardigan;;Rp. 33500;Rp. 33500; Rp493.991.000,00 ;14.746;2.875;4,45;19,50%;KOTA JAKARTA BARAT;956;5.186;54,25;1.819;156;58,05;;
Aksesoris Fashion;Syal & Selendang;;Rp. 2800;Rp. 2800; Rp105.165.200,00 ;37.559;1.271;4,85;3,38%;KOTA JAKARTA BARAT;;;;;;0,00;;
Aksesoris Fashion;Syal & Selendang;;Rp. 650;Rp. 1850; Rp49.556.000,00 ;76.240;808;4,90;1,06%;KOTA BANDUNG;;;;;;0,00;;
Tas Pria;Tas Kerja;;Rp. 57000;Rp. 67000; Rp84.417.000,00 ;1.481;596;4,83;40,24%;KAB. TANGERANG;;;;;;0,00;;
Tas Pria;Tas Laptop;Ransel Laptop;Rp. 17900;Rp. 125000; Rp18.275.900,00 ;1.021;4;5,00;0,39%;KAB. BOYOLALI;;;;;;0,00;;
Tas Pria;Tas Laptop;Tas & Case Laptop;Rp. 58900;Rp. 65500; Rp62.492.900,00 ;1.061;448;4,93;42,22%;KAB. TANGERANG;;;;;;0,00;;
Tas Pria;Tas Laptop;Ransel Laptop;Rp. 165000;Rp. 169000; Rp2.792.790.000,00 ;16.926;10.907;4,86;64,44%;KOTA JAKARTA UTARA;;;;;;0,00;;
Tas Pria;Tas Laptop;Ransel Laptop;Rp. 149000;Rp. 149000; Rp1.376.760.000,00 ;9.240;5.282;4,85;57,16%;KOTA JAKARTA BARAT;8.629;611;7,88;4.978;34;6,11;;
Tas Pria;Tas Laptop;Ransel Laptop;Rp. 125000;Rp. 125000; Rp213.125.000,00 ;1.705;935;4,84;54,84%;KOTA JAKARTA BARAT;;;;;;0,00;;
Tas Wanita;Tas Laptop;Tas & Case Laptop;Rp. 1975;Rp. 1975; Rp325.098.825,00 ;164.607;1.714;4,86;1,04%;KAB. PONOROGO;156.351;8.256;5,28;1.642;72;4,38;;
Tas Pria;Tas Pinggang Pria;;Rp. 24900;Rp. 52688; Rp33.714.600,00 ;1.354;3;5,00;0,22%;KOTA BANDUNG;;;;;;0,00;;
Tas Pria;Tas Pinggang Pria;;Rp. 14900;Rp. 35800; Rp20.159.700,00 ;1.353;3;5,00;0,22%;KOTA BANDUNG;;;;;;0,00;;
Tas Pria;Tas Pinggang Pria;;Rp. 7999;Rp. 7999; Rp297.706.782,00 ;37.218;4.367;4,61;11,73%;KOTA BANDUNG;;;;;;0,00;;
Tas Pria;Tas Pinggang Pria;;Rp. 14900;Rp. 32400; Rp18.073.700,00 ;1.213;3;5,00;0,25%;KOTA BANDUNG;;;;;;0,00;;
Tas Pria;Tas Pinggang Pria;;Rp. 11500;Rp. 11500; Rp256.956.000,00 ;22.344;6.947;4,74;31,09%;KAB. BANDUNG;;;;;;0,00;;
Tas Pria;Tas Pinggang Pria;;Rp. 69500;Rp. 69500; Rp454.738.500,00 ;6.543;2.570;4,61;39,28%;KAB. CIANJUR;448;2.135;48,43;2.163;47;18,82;;
Tas Pria;Tas Pinggang Pria;;Rp. 24900;Rp. 56000; Rp26.892.000,00 ;1.080;3;5,00;0,28%;KOTA BANDUNG;;;;;;0,00;;
Tas Pria;Tas Pinggang Pria;;Rp. 299000;Rp. 299000; Rp598.000.000,00 ;2.000;1;5,00;0,05%;KAB. BANTUL;;;;;;0,00;;
Tas Pria;Tas Pinggang Pria;;Rp. 20000;Rp. 20000; Rp499.440.000,00 ;24.972;9.221;4,66;36,93%;KOTA BANDUNG;23.183;1.789;7,72;8.885;336;3,78;;
Tas Pria;Tas Pinggang Pria;;Rp. 11500;Rp. 11500; Rp1.146.285.500,00 ;99.677;19.229;4,74;19,29%;KOTA BANDUNG;97.926;1.751;1,79;1.871;528;2,82;;
Tas Pria;Tas Pinggang Pria;;Rp. 25000;Rp. 25000; Rp1.178.225.000,00 ;47.129;20.884;4,77;44,31%;KAB. BANDUNG;4.545;1.724;3,80;2.223;661;3,27;;
Tas Pria;Tas Pinggang Pria;;Rp. 49000;Rp. 49000; Rp1.578.927.000,00 ;32.223;18.857;4,82;58,52%;KOTA BANDUNG;;;;;;0,00;;
Tas Pria;Tas Pinggang Pria;;Rp. 19000;Rp. 19000; Rp732.336.000,00 ;38.544;18.144;4,71;47,07%;KAB. BANDUNG;;;;;;0,00;;
Tas Pria;Tas Pinggang Pria;;Rp. 15000;Rp. 36000; Rp202.140.000,00 ;13.476;7.187;4,76;53,33%;KOTA BLITAR;12.172;134;1,71;6.491;696;10,72;;
Tas Pria;Tas Pinggang Pria;;Rp. 42500;Rp. 42500; Rp609.620.000,00 ;14.344;8.039;4,76;56,04%;KOTA JAKARTA UTARA;1.375;1.269;9,76;7.316;723;9,88;;
Tas Pria;Tas Pinggang Pria;;Rp. 14900;Rp. 14900; Rp252.540.100,00 ;16.949;8.509;4,67;50,20%;KOTA JAKARTA UTARA;15.676;1.273;8,13;7.771;738;9,50;;
Tas Pria;Tas Pinggang Pria;;Rp. 4000;Rp. 25000; Rp5.104.000,00 ;1.276;120;4,94;9,40%;KOTA TANGERANG;;;;;;0,00;;
Tas Pria;Tas Pinggang Pria;;Rp. 24900;Rp. 85000; Rp15.587.400,00 ;626;3;5,00;0,48%;KOTA BANDUNG;;;;;;0,00;;
Tas Pria;Tas Pinggang Pria;;Rp. 9999;Rp. 9999; Rp408.099.186,00 ;40.814;12.335;4,69;30,22%;KOTA BANDUNG;39.646;1.168;2,95;11.973;362;3,02;;
Tas Pria;Tas Pinggang Pria;;Rp. 28500;Rp. 43000; Rp466.716.000,00 ;16.376;6.723;4,39;41,05%;KAB. BANDUNG;15.224;1.152;7,57;6.344;379;5,97;;
Tas Pria;Tas Pinggang Pria;;Rp. 51000;Rp. 53000; Rp800.496.000,00 ;15.696;8.333;4,83;53,09%;KOTA BEKASI;14.557;1.139;7,82;7.722;611;7,91;;
Tas Pria;Tas Pinggang Pria;;Rp. 13000;Rp. 14000; Rp70.109.000,00 ;5.393;2.594;4,59;48,10%;KOTA DEPOK;444;989;22,46;214;49;23,29;;
